honorific	lastName	firstName	birthdate	phoneNumber	email
M.	FEUALHI	Hendrik	1997-07-18	0799301768	hfeualhi@laposte.net
M.	GINZILEZ PISA	Jérémy	1988-05-12	0964365250	jginzilezpisa@laposte.net
Mme	MEUGOL	Alisson	1988-10-30	0268863526	alisson.meugol@hotmail.com
M.	IGBANGBI	Cyril	1988-08-04	0699344962	cyril.igbangbi@gmail.com
M.	RIUCHON	Pierre	1992-04-19	0910888647	pierre.riuchon@hotmail.com
M.	ILOMBE ISOMBACO	Michaël	1997-07-02	0415660698	milombeisombaco9992@hotmail.com
M.	MIGNAN	Huage	1971-04-30	0455278563	huage.mignan@free.fr
M.	KEMARO	Cédric	1986-04-10	0759185427	cedric.kemaro@hotmail.com
M.	FORNANDEZ FERNANDEZ	Jose Luis	1989-02-16	0972719855	jose-luis.fornandez-fernandez@gmail.com
M.	BONGOETXEI ORIONDO	Moctar	1993-02-08	0228303213	mbongoetxeioriondo@free.fr
M.	TCHIUMAKOVA	Nicolas	1994-08-19	0764958504	ntchiumakova9963@yahoo.com
M.	FERRAER	Anthony	1974-05-22	0378987725	anthony.ferraer@outlook.com
M.	GIREUX	Zouhair	1976-08-16	0431819553	zouhair.gireux@laposte.net
M.	DA PISQUALI	Harshawardhan	1987-04-26	0807265795	hdapisquali5657@hotmail.com
M.	BUISSIN	Paul	1977-04-01	0677812557	paul.buissin@laposte.net
M.	DUSIRT	Gaëtan	1984-02-26	0786092776	gdusirt5774@free.fr
